Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0188;312642;Rolamento Ra 6011 2Z;6011-2Z;6011-2Z312642;;
0190;312642;Rolamento Ra 6011 2Z;6011-2Z;6011-2Z312642;;
0002;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0004;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0009;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0014;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0017;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0022;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0024;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0026;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0029;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0031;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0032;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0187;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0188;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0189;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0190;10946;ROL 6011 2RS1;6011-2RS1;6011-2RS110946;;
0002;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0004;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0009;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0014;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0017;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0022;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0024;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0026;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0029;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0031;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0032;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0190;52686;ROL 6011 RS DI 55 DE 90 L 18;6011-2RS1;6011-2RS152686;;
0002;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0004;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0009;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0014;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0017;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0022;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0024;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0026;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0029;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0031;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0032;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0145;59674;ROL 6011 DDU;6011-2RS1;6011-2RS159674;;
0187;315257;Rolamento Ra 6011 2Rs1;6011-2RS1;6011-2RS1315257;;
0190;315257;Rolamento Ra 6011 2Rs1;6011-2RS1;6011-2RS1315257;;
0002;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0004;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0009;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0014;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0017;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0022;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0024;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0026;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0029;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0031;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0032;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0145;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0175;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0187;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0188;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0189;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0190;136181;ROL ESF DIN625 6010 Z;6010-Z;6010-Z136181;;
0002;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0004;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0009;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0014;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0017;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0022;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0024;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0026;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0029;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0031;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0032;34896;ROL 6010 2Z;6010-2Z;6010-2Z34896;;
0002;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0004;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0009;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0014;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0017;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0024;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0026;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0031;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0032;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0145;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0187;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0188;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0189;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0190;312577;Rolamento Ra 6010 2Z;6010-2Z;6010-2Z312577;;
0002;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0004;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0009;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0014;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0017;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0020;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0022;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0024;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0026;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0029;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0031;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0032;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0145;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0186;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0187;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0188;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0189;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0190;5822;ROL 6010 2RS1;6010-2RS1;6010-2RS15822;;
0002;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0004;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0009;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0014;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0017;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0022;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0024;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0026;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0029;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0031;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0032;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0145;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0175;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0187;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0188;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0189;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0190;124702;ROL ESF 50X80X16 6010 - 2RS;6010-2RS1;6010-2RS1124702;;
0187;313186;Rolamento Ra 6010 2Rs1;6010-2RS1;6010-2RS1313186;;
0188;313186;Rolamento Ra 6010 2Rs1;6010-2RS1;6010-2RS1313186;;
0190;313186;Rolamento Ra 6010 2Rs1;6010-2RS1;6010-2RS1313186;;
0002;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0004;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0009;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0014;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0017;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0020;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0022;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0024;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0026;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0029;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0031;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0032;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0187;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0188;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0189;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0190;8518;ROL 6009 Z;6009-Z;6009-Z8518;;
0002;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0004;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0009;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0014;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0017;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0022;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0024;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0026;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0029;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0031;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0032;114127;ROL ESF DIN625 6009-J-Z;6009-Z;6009-Z114127;;
0014;229776;ROLAMENTO 6009-Z TPE SEW 112801 M;6009-Z;6009-Z229776;;
0187;315255;Rolamento Ra 6009 Z;6009-Z;6009-Z315255;;
0189;315255;Rolamento Ra 6009 Z;6009-Z;6009-Z315255;;
0186;311914;Rolamento Ra 6009 2Z;6009-2Z;6009-2Z311914;;
0187;311914;Rolamento Ra 6009 2Z;6009-2Z;6009-2Z311914;;
0188;311914;Rolamento Ra 6009 2Z;6009-2Z;6009-2Z311914;;
0189;311914;Rolamento Ra 6009 2Z;6009-2Z;6009-2Z311914;;
0190;311914;Rolamento Ra 6009 2Z;6009-2Z;6009-2Z311914;;
0002;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0004;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0009;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0014;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0017;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0020;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0022;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0024;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0026;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0029;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0031;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0032;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0145;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0187;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0188;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0189;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0190;5219;ROL 6009 2RS1;6009-2RS1;6009-2RS15219;;
0009;233065;ROLAMENTO 6009 2RS1 TPE KRO 233137 M (3ø;6009-2RS1;6009-2RS1233065;;
0032;233065;ROLAMENTO 6009 2RS1 TPE KRO 233137 M (3ø;6009-2RS1;6009-2RS1233065;;
0002;14403;ROL 6008 Z;6008-Z;6008-Z14403;;
0014;14403;ROL 6008 Z;6008-Z;6008-Z14403;;
0024;14403;ROL 6008 Z;6008-Z;6008-Z14403;;
0026;14403;ROL 6008 Z;6008-Z;6008-Z14403;;
0002;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0004;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0009;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0014;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0017;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0020;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0022;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0024;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0026;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0029;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0031;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0032;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0175;63811;ROL 6008 2Z;6008-2Z;6008-2Z63811;;
0017;63818;ROL KWVE15S;6008-2Z;6008-2Z63818;;
0026;63818;ROL KWVE15S;6008-2Z;6008-2Z63818;;
0188;318202;ROLAMENTO RIGIDO ESFERAS 6008 ZZ SKF;6008-2Z;6008-2Z318202;;
0002;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0004;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0009;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0014;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0017;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0020;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0022;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0024;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0026;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0029;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0031;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0032;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0145;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0175;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0186;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0187;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0188;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0189;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0190;2969;ROL 6008 2RS1;6008-2RS1;6008-2RS12969;;
0002;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0004;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0009;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0014;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0017;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0020;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0022;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0024;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0026;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0029;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0031;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0032;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0145;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0148;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0187;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0188;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0189;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0190;40612;ROL ESF 6008 DDU;6008-2RS1;6008-2RS140612;;
0002;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0004;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0009;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0014;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0017;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0022;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0024;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0026;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0029;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0031;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0032;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0145;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0187;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0188;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0189;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0190;59608;ROL 6008 2RS1;6008-2RS1;6008-2RS159608;;
0002;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0004;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0009;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0014;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0017;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0022;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0024;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0026;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0029;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0031;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0032;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0145;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0187;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0188;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0189;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0190;106430;ROL 6008 2RS;6008-2RS1;6008-2RS1106430;;
0004;216842;ROL 6008 2RS1 210001370;6008-2RS1;6008-2RS1216842;;
0024;216842;ROL 6008 2RS1 210001370;6008-2RS1;6008-2RS1216842;;
0002;218466;ROL ESF 6008 DDU KRN 400301621;6008-2RS1;6008-2RS1218466;;
0009;218466;ROL ESF 6008 DDU KRN 400301621;6008-2RS1;6008-2RS1218466;;
0014;218466;ROL ESF 6008 DDU KRN 400301621;6008-2RS1;6008-2RS1218466;;
0017;218466;ROL ESF 6008 DDU KRN 400301621;6008-2RS1;6008-2RS1218466;;
0190;218466;ROL ESF 6008 DDU KRN 400301621;6008-2RS1;6008-2RS1218466;;
0002;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0004;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0009;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0014;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0017;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0024;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0026;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0031;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0032;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0145;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0187;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0188;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0189;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0190;312631;Rolamento Ra 6008 2Rs;6008-2RS1;6008-2RS1312631;;
0014;354017;ROLAMENTO RA 6008 2RS1 SKF M;6008-2RS1;6008-2RS1354017;;
0002;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0004;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0009;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0014;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0017;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0022;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0024;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0026;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0029;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0032;103566;ROL 6007 Z;6007-Z;6007-Z103566;;
0186;315342;ROLAMENTO RA 6007 2Z;6007-2Z;6007-2Z315342;;
0002;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0004;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0009;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0014;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0017;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0020;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0022;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0024;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0026;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0029;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0031;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0032;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0145;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0175;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0187;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0188;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0189;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0190;7108;ROL 6007 2RS1;6007-2RS1;6007-2RS17108;;
0002;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0004;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0009;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0014;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0017;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0020;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0022;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0024;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0026;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0029;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0031;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0032;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0145;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0148;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0175;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0187;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0188;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0189;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0190;65072;ROL 6007 2RS1;6007-2RS1;6007-2RS165072;;
0002;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0004;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0009;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0014;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0017;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0024;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0026;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0031;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0032;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0145;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0187;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0188;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0189;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0190;109562;ROL ROLO PORTA BOBINA 6007 2RS1;6007-2RS1;6007-2RS1109562;;
0002;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
0004;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
0009;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
0014;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
0017;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
0022;118519;(BQ)ROL 6007 2RS1;6007-2RS1;6007-2RS1118519;;
