Centro;Material;Descri‡Æo do Material;C¢digo SKF;tt;;
0017;119212;ROL ESF 80X25X22 6016-Z;6016-Z;6016-Z119212;;
0022;119212;ROL ESF 80X25X22 6016-Z;6016-Z;6016-Z119212;;
0175;119212;ROL ESF 80X25X22 6016-Z;6016-Z;6016-Z119212;;
0189;266832;Rolamento RA 6016 Z;6016-Z;6016-Z266832;;
0002;46232;ROL 6216 2RS1 C3;6016-2RS1/C3;6016-2RS1/C346232;;
0009;46232;ROL 6216 2RS1 C3;6016-2RS1/C3;6016-2RS1/C346232;;
0014;46232;ROL 6216 2RS1 C3;6016-2RS1/C3;6016-2RS1/C346232;;
0022;46232;ROL 6216 2RS1 C3;6016-2RS1/C3;6016-2RS1/C346232;;
0189;312634;Rolamento RA 6016 2RS1;6016-2RS1;6016-2RS1312634;;
0190;312634;Rolamento RA 6016 2RS1;6016-2RS1;6016-2RS1312634;;
0002;225496;ROL 6016U B (3ø);6016/C3;6016/C3225496;;
0022;179211;ROL 6015 2RS;6015-2RS1;6015-2RS1179211;;
0175;179211;ROL 6015 2RS;6015-2RS1;6015-2RS1179211;;
0002;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0004;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0009;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0014;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0017;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0022;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0024;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0026;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0029;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0031;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0032;43148;ROL 6015 C3;6015/C3;6015/C343148;;
0002;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0004;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0009;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0014;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0017;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0022;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0024;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0026;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0029;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0031;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0032;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0175;59618;ROL 6014 Z;6014-Z;6014-Z59618;;
0024;216819;ROLAMENTO 6014Z 210001113;6014-Z;6014-Z216819;;
0187;314499;Rolamento Ra 6014 Z;6014-Z;6014-Z314499;;
0189;314499;Rolamento Ra 6014 Z;6014-Z;6014-Z314499;;
0002;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0004;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0009;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0014;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0017;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0024;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0026;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0031;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0032;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0145;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0187;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0188;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0189;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0190;59641;ROL 6014ZZ;6014-2Z;6014-2Z59641;;
0002;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0004;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0009;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0014;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0017;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0024;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0026;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0031;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0032;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0145;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0187;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0188;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0189;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0190;313191;Rolamento Ra 6014 2Z;6014-2Z;6014-2Z313191;;
0002;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0004;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0009;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0014;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0017;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0020;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0022;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0024;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0026;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0029;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0031;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0032;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0145;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0186;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0187;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0188;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0189;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0190;6192;ROL 6014 2RS1 DI 70 DE 110 L 20;6014-2RS1;6014-2RS16192;;
0002;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0004;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0009;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0014;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0017;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0022;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0024;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0026;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0029;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0031;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0032;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0175;77684;ROL ESF 6014 2RS 0400302392;6014-2RS1;6014-2RS177684;;
0002;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0004;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0009;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0014;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0017;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0022;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0024;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0026;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0031;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0032;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0145;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0187;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0188;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0189;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0190;110415;ROL 6014 2RS;6014-2RS1;6014-2RS1110415;;
0026;217996;ROL ESF 6014-2RS KRN 0400302392;6014-2RS1;6014-2RS1217996;;
0014;330839;ROL ESF 6014 2RS SPD KRO 400302392 M;6014-2RS1;6014-2RS1330839;;
0026;330839;ROL ESF 6014 2RS SPD KRO 400302392 M;6014-2RS1;6014-2RS1330839;;
0009;330848;ROL ESF 6214 2RS SPD KRO 400300022 M;6014-2RS1;6014-2RS1330848;;
0014;330848;ROL ESF 6214 2RS SPD KRO 400300022 M;6014-2RS1;6014-2RS1330848;;
0026;330848;ROL ESF 6214 2RS SPD KRO 400300022 M;6014-2RS1;6014-2RS1330848;;
0002;351297;ROLAMENTO 6014 ENC KRS 1104206190 M;6014-2RS1;6014-2RS1351297;;
0002;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0004;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0009;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0014;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0017;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0020;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0022;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0024;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0026;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0029;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0031;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0032;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0145;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0175;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0186;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0187;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0188;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0189;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0190;3772;ROL 6013 Z DI 65 DE 100 L 18;6013-Z;6013-Z3772;;
0002;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0004;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0009;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0014;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0017;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0022;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0024;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0026;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0029;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0031;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0032;114128;ROL ESF DIN625 6013Z;6013-Z;6013-Z114128;;
0014;356751;ROLAMENTO 6013Z NSK M;6013-Z;6013-Z356751;;
0002;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0004;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0009;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0014;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0017;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0022;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0024;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0026;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0029;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0031;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0032;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0145;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0175;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0187;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0188;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0189;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0190;7546;ROL 6013 2Z DI 60 DE 100 L 18;6013-2Z;6013-2Z7546;;
0002;225494;ROL 6013 2Z DI 60 DE 100 L 18 (3ø);6013-2Z;6013-2Z225494;;
0002;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0004;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0009;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0014;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0017;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0024;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0026;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0031;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0032;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0145;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0186;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0187;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0188;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0189;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0190;313188;Rolamento Ra 6013 2Z;6013-2Z;6013-2Z313188;;
0017;73309;ROL ESFERICO 6013 2RSR 65X100X18;6013-2RS1;6013-2RS173309;;
0002;225495;ROL 6013 DI65 DE100 L18 3115790730 (3ø);6013/C3;6013/C3225495;;
0002;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0004;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0009;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0014;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0017;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0022;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0024;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0026;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0029;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0031;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0032;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0145;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0187;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0188;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0189;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0190;7544;ROL 6012 Z DI 60 DE 95 L 18;6012-Z;6012-Z7544;;
0002;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0004;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0009;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0014;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0017;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0022;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0024;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0026;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0029;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0031;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0032;6411;ROL 6012 2Z;6012-2Z;6012-2Z6411;;
0188;326789;ROLAMENTO 6012 SKF ZZ;6012-2Z;6012-2Z326789;;
0002;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0004;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0009;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0014;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0017;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0020;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0022;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0024;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0026;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0029;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0031;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0032;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0145;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0175;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0186;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0187;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0188;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0189;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0190;6191;ROL 6012 2RS1;6012-2RS1;6012-2RS16191;;
0002;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0004;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0009;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0014;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0017;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0020;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0022;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0024;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0026;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0029;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0031;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0032;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0148;104944;ROL 6012 2RS;6012-2RS1;6012-2RS1104944;;
0187;312595;Rolamento Ra 6013 2Rs1;6012-2RS1;6012-2RS1312595;;
0189;312595;Rolamento Ra 6013 2Rs1;6012-2RS1;6012-2RS1312595;;
0190;312595;Rolamento Ra 6013 2Rs1;6012-2RS1;6012-2RS1312595;;
0002;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0004;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0009;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0014;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0017;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0024;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0026;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0031;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0032;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0145;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0186;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0187;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0188;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0189;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0190;315259;Rolamento Ra 6012 2Rs1;6012-2RS1;6012-2RS1315259;;
0002;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0004;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0009;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0014;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0017;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0022;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0024;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0026;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0029;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0031;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0032;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0145;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0187;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0188;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0189;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0190;14049;ROL 6012 NR DI 60 DE 95 L 18;6012 NR;6012 NR14049;;
0004;14126;ROL ROLOS NJ 2204;6012 NR;6012 NR14126;;
0014;14126;ROL ROLOS NJ 2204;6012 NR;6012 NR14126;;
0002;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0004;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0009;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0014;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0017;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0022;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0024;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0026;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0029;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0031;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0032;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0145;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0187;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0188;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0189;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0190;20450;ROL 6012 NR;6012 NR;6012 NR20450;;
0002;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0004;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0009;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0014;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0017;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0022;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0024;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0026;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0029;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0031;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0032;58946;ROL 6012 UB;6012 NR;6012 NR58946;;
0002;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0004;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0009;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0014;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0017;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0022;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0024;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0026;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0029;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0031;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0032;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0145;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0175;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0187;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0188;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0189;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0190;42863;ROL ESFERAS 6011 Z;6011-Z;6011-Z42863;;
0002;125116;ROL ESF DIN625 6011 J Z;6011-Z;6011-Z125116;;
0004;125116;ROL ESF DIN625 6011 J Z;6011-Z;6011-Z125116;;
0009;125116;ROL ESF DIN625 6011 J Z;6011-Z;6011-Z125116;;
0014;125116;ROL ESF DIN625 6011 J Z;6011-Z;6011-Z125116;;
0014;222792;ROL 6011 ROL60112Z (3ø);6011-2Z/C3;6011-2Z/C3222792;;
0017;222792;ROL 6011 ROL60112Z (3ø);6011-2Z/C3;6011-2Z/C3222792;;
0032;222792;ROL 6011 ROL60112Z (3ø);6011-2Z/C3;6011-2Z/C3222792;;
0002;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0004;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0009;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0014;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0017;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0022;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0024;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0026;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0029;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0031;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0032;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0145;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0175;33400;ROL 6011 2Z;6011-2Z;6011-2Z33400;;
0014;54670;ROL 6011 2ZR;6011-2Z;6011-2Z54670;;
0017;54670;ROL 6011 2ZR;6011-2Z;6011-2Z54670;;
0026;54670;ROL 6011 2ZR;6011-2Z;6011-2Z54670;;
